"type","seq_id","item_id","main_tags","event_tags","archi_tags"
"fetard","82","7","LocalTouristOffice;IncomingTravelAgency","",""
"fetard","82","8","CityHeritage;MegalithDolmenMenhir","",""
"fetard","82","9","CamperVanArea","",""
"fetard","83","0","CamperVanArea","",""
"fetard","83","1","FastFoodRestaurant","",""
"fetard","83","2","CamperVanArea","",""
"fetard","83","3","ClubOrHolidayVillage","",""
"fetard","83","4","CamperVanArea","",""
"fetard","83","5","CamperVanArea","",""
"fetard","83","6","FastFoodRestaurant","",""
"fetard","83","7","CamperVanArea","",""
"fetard","83","8","GroupLodging","",""
"fetard","83","9","LocalTouristOffice;IncomingTravelAgency","",""
"fetard","83","10","CamperVanArea","",""
"fetard","84","0","CamperVanArea","",""
"fetard","84","1","CamperVanArea","",""
"fetard","84","2","CamperVanArea","",""
"fetard","84","3","CamperVanArea","",""
"fetard","84","4","FastFoodRestaurant","",""
"fetard","84","5","CamperVanArea","",""
"fetard","85","0","CamperVanArea","",""
"fetard","85","1","FastFoodRestaurant","",""
"fetard","85","2","CamperVanArea","",""
"fetard","85","3","CamperVanArea","",""
"fetard","85","4","FastFoodRestaurant","",""
"fetard","85","5","CamperVanArea","",""
"fetard","85","6","GroupLodging","",""
"fetard","85","7","GroupLodging","",""
"fetard","85","8","CamperVanArea","",""
"fetard","86","0","CamperVanArea","",""
"fetard","86","1","FastFoodRestaurant","",""
"fetard","86","2","CamperVanArea","",""
"fetard","86","3","CityHeritage;MegalithDolmenMenhir","",""
"fetard","86","4","CamperVanArea","",""
"fetard","86","5","CamperVanArea","",""
"fetard","86","6","Restaurant","",""
"fetard","86","7","CamperVanArea","",""
"fetard","86","8","HolidayCentre;GroupLodging","",""
"fetard","86","9","CamperVanArea","",""
"fetard","87","0","CamperVanArea","",""
"fetard","87","1","FastFoodRestaurant","",""
"fetard","87","2","CamperVanArea","",""
"fetard","87","3","YouthHostelAndInternationalCenter","",""
"fetard","87","4","CamperVanArea","",""
"fetard","87","5","BrasserieOrTavern;HotelRestaurant","",""
"fetard","87","6","FastFoodRestaurant","",""
"fetard","87","7","BrasserieOrTavern;HotelRestaurant","",""
"fetard","88","0","CamperVanArea","",""
"fetard","88","1","FastFoodRestaurant","",""
"fetard","88","2","CamperVanArea","",""
"fetard","88","3","HolidayCentre","",""
"fetard","88","4","CamperVanArea","",""
"fetard","88","5","CamperVanArea","",""
"fetard","88","6","FastFoodRestaurant","",""
"fetard","88","7","CamperVanArea","",""
"fetard","88","8","StopOverOrGroupLodge;GroupLodging","",""
"fetard","88","9","LocalTouristOffice;IncomingTravelAgency","",""
"fetard","88","10","YouthHostelAndInternationalCenter","",""
"fetard","88","11","GroupLodging","",""
"fetard","88","12","CamperVanArea","",""
"fetard","89","0","CamperVanArea","",""
"fetard","89","1","CamperVanArea","",""
"fetard","89","2","StopOverOrGroupLodge","",""
"fetard","89","3","CamperVanArea","",""
"fetard","89","4","CamperVanArea","",""
"fetard","89","5","ParkAndGarden","",""
"fetard","89","6","CamperVanArea","",""
"fetard","89","7","GroupLodging","",""
"fetard","89","8","CamperVanArea","",""
"fetard","90","0","CamperVanArea","",""
"fetard","90","1","ParkAndGarden","","Contemporain"
"fetard","90","2","CamperVanArea","",""
"fetard","90","3","FortifiedCastle","","Médiéval"
"fetard","90","4","CamperVanArea","",""
"fetard","90","5","CamperVanArea","",""
"fetard","90","6","CamperVanArea","",""
"fetard","90","7","HolidayResort","",""
"fetard","90","8","CamperVanArea","",""
"fetard","91","0","CamperVanArea","",""
"fetard","91","1","FastFoodRestaurant","",""
"fetard","91","2","CamperVanArea","",""
"fetard","91","3","LocalTouristOffice;IncomingTravelAgency","",""
"fetard","91","4","CamperVanArea","",""
"fetard","91","5","CamperVanArea","",""
"fetard","91","6","BistroOrWineBar","",""
"fetard","91","7","FastFoodRestaurant","",""
"fetard","91","8","CamperVanArea","",""
"fetard","92","0","CamperVanArea","",""
"fetard","92","1","FastFoodRestaurant","",""
"fetard","92","2","CamperVanArea","",""
"fetard","92","3","YouthHostelAndInternationalCenter","",""
"fetard","92","4","YouthHostelAndInternationalCenter","",""
"fetard","92","5","CityHeritage","","Renaissance;Gothique;Xixe siècle"
"fetard","92","6","CamperVanArea","",""
"fetard","92","7","CamperVanArea","",""
"fetard","92","8","FastFoodRestaurant","",""
"fetard","92","9","CamperVanArea","",""
"fetard","93","0","HotelRestaurant","",""
"fetard","93","1","FastFoodRestaurant","",""
"fetard","93","2","HotelRestaurant","",""
"fetard","93","3","TechnicalHeritage;Collegiate","",""
"fetard","93","4","HotelRestaurant","",""
"fetard","93","5","CamperVanArea","",""
"fetard","93","6","CamperVanArea","",""
"fetard","93","7","CityHeritage","","Renaissance;Gothique;Xixe siècle"
"fetard","93","8","LocalTouristOffice;IncomingTravelAgency","",""
"fetard","93","9","CamperVanArea","",""
"fetard","94","0","HotelRestaurant","",""
"fetard","94","1","FastFoodRestaurant","",""
"fetard","94","2","HotelRestaurant","",""
"fetard","94","3","CamperVanArea","",""
"fetard","94","4","FastFoodRestaurant","",""
"fetard","94","5","CamperVanArea","",""
"fetard","95","0","CamperVanArea","",""
"fetard","95","1","Restaurant","",""
"fetard","95","2","CamperVanArea","",""
"fetard","95","3","StopOverOrGroupLodge;GroupLodging","",""
"fetard","95","4","CamperVanArea","",""
"fetard","95","5","CamperVanArea","",""
"fetard","95","6","FastFoodRestaurant","",""
"fetard","95","7","CamperVanArea","",""
"fetard","96","0","CamperVanArea","",""
"fetard","96","1","Restaurant","",""
"fetard","96","2","CamperVanArea","",""
"fetard","96","3","CityHeritage;MegalithDolmenMenhir","",""
"fetard","96","4","CamperVanArea","",""
"fetard","96","5","CamperVanArea","",""
"fetard","96","6","FastFoodRestaurant","",""
"fetard","96","7","CamperVanArea","",""
"fetard","97","0","BrasserieOrTavern;HotelRestaurant","",""
"fetard","97","1","BrasserieOrTavern;HotelRestaurant","",""
"fetard","97","2","FortifiedCastle","","Médiéval"
"fetard","97","3","BrasserieOrTavern;HotelRestaurant","",""
"fetard","97","4","CamperVanArea","",""
"fetard","97","5","FastFoodRestaurant","",""
"fetard","97","6","CamperVanArea","",""
"fetard","97","7","StopOverOrGroupLodge;GroupLodging","",""
"fetard","97","8","CamperVanArea","",""
"fetard","98","0","CamperVanArea","",""
"fetard","98","1","CamperVanArea","",""
"fetard","98","2","HolidayCentre","",""
"fetard","98","3","HolidayResort","",""
"fetard","98","4","CamperVanArea","",""
"fetard","98","5","CamperVanArea","",""
"fetard","98","6","ParkAndGarden","",""
"fetard","98","7","CamperVanArea","",""
"fetard","98","8","ClubOrHolidayVillage","",""
"fetard","98","9","CamperVanArea","",""
"fetard","99","0","CamperVanArea","",""
"fetard","99","1","Chapel;Church","","Gothique;Roman"
"fetard","99","2","CamperVanArea","",""
"fetard","99","3","HolidayResort","",""
"fetard","99","4","GroupLodging","",""
"fetard","99","5","ClubOrHolidayVillage","",""
"fetard","99","6","HolidayResort","",""
"fetard","99","7","CamperVanArea","",""
"fetard","99","8","CamperVanArea","",""
"fetard","99","9","CamperVanArea","",""
"fetard","99","10","ClubOrHolidayVillage","",""
"fetard","99","11","CamperVanArea","",""
"gastronomie","100","0","HotelRestaurant","",""
"gastronomie","100","1","Museum;TechnicalHeritage","",""
"gastronomie","100","2","Restaurant","",""
"gastronomie","100","3","Museum;TechnicalHeritage","",""
"gastronomie","100","4","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","100","5","HotelRestaurant","",""
"gastronomie","100","6","HotelRestaurant","",""
"gastronomie","100","7","HotelRestaurant","",""
"gastronomie","100","8","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","100","9","NaturalHeritage","",""
"gastronomie","100","10","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","100","11","Restaurant","",""
"gastronomie","100","12","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","100","13","LocalTouristOffice;IncomingTravelAgency","",""
"gastronomie","100","14","SportsAndLeisurePlace;EquipmentRepairShop;EquipmentRentalShop","AccompaniedPractice;Product;Practice;Rental;EquipmentRental;FreePractice",""
"gastronomie","100","15","Chapel;Castle","","Classique"
"gastronomie","100","16","NaturalHeritage","",""
"gastronomie","100","17","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","100","18","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","100","19","SportsAndLeisurePlace;EquipmentRentalShop","Rental;Practice;Product;Course;IntroductionCourse;EquipmentRental;FreePractice",""
"gastronomie","100","20","HotelRestaurant","",""
"gastronomie","100","21","HotelRestaurant","",""
"gastronomie","101","0","HotelRestaurant","",""
"gastronomie","101","1","ProducersGroup;WineCellar","Practice;Product;Tasting",""
"gastronomie","101","2","BrasserieOrTavern","",""
"gastronomie","101","3","ParkAndGarden;Museum;Castle","",""
"gastronomie","101","4","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","101","5","CaveSinkholeOrAven;Museum","",""
"gastronomie","101","6","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;Practice;Product;Course;EquipmentRental;DevelopmentCourse;IntroductionCourse;FirstPractice",""
"gastronomie","101","7","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","101","8","Museum;TechnicalHeritage","",""
"gastronomie","101","9","Museum;TechnicalHeritage","",""
"gastronomie","101","10","ParkAndGarden","",""
"gastronomie","101","11","Church","",""
"gastronomie","101","12","HotelRestaurant","",""
"gastronomie","101","13","HotelRestaurant","",""
"gastronomie","101","14","HotelRestaurant","",""
"gastronomie","101","15","Museum;TechnicalHeritage","",""
"gastronomie","101","16","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","101","17","CityHeritage;MegalithDolmenMenhir","",""
"gastronomie","101","18","BrasserieOrTavern","",""
"gastronomie","101","19","HolidayCentre","",""
"gastronomie","101","20","Museum;TechnicalHeritage","",""
"gastronomie","101","21","Church","",""
"gastronomie","101","22","ParkAndGarden;Castle","",""
"gastronomie","101","23","HotelRestaurant","",""
"gastronomie","101","24","HotelRestaurant","",""
"gastronomie","102","0","HotelRestaurant","",""
"gastronomie","102","1","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","102","2","NaturalHeritage","",""
"gastronomie","102","3","SportsAndLeisurePlace","AccompaniedPractice;MultiActivity;Practice;Product;Course;DevelopmentCourse;IntroductionCourse;FirstPractice",""
"gastronomie","102","4","YouthHostelAndInternationalCenter","",""
"gastronomie","102","5","ParkAndGarden;Museum","",""
"gastronomie","102","6","ParkAndGarden;NaturalHeritage;Castle","","Contemporain"
"gastronomie","102","7","BrasserieOrTavern","",""
"gastronomie","102","8","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","102","9","Museum;RemembranceSite;IndustrialSite","",""
"gastronomie","102","10","Church","",""
"gastronomie","102","11","CulturalSite;CaveSinkholeOrAven","",""
"gastronomie","102","12","Ruins;CityHeritage;FortifiedSet;Museum;TechnicalHeritage;CaveSinkholeOrAven;Collegiate","",""
"gastronomie","102","13","HotelRestaurant","",""
"gastronomie","102","14","TechnicalHeritage;Collegiate","",""
"gastronomie","102","15","HotelRestaurant","",""
"gastronomie","102","16","HotelRestaurant","",""
"gastronomie","102","17","CulturalSite;CaveSinkholeOrAven","",""
"gastronomie","102","18","ParkAndGarden;Castle","","Médiéval"
"gastronomie","102","19","FarmhouseInn","",""
"gastronomie","102","20","NaturalHeritage","",""
"gastronomie","102","21","CityHeritage","","Renaissance;Gothique;Xixe siècle"
"gastronomie","102","22","NaturalHeritage;Museum","","Contemporain"
"gastronomie","102","23","HotelRestaurant","",""
"gastronomie","102","24","YouthHostelAndInternationalCenter","",""
"gastronomie","102","25","HotelRestaurant","",""
"gastronomie","103","0","HotelRestaurant","",""
"gastronomie","103","1","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","103","2","GroupLodging","",""
"gastronomie","103","3","RemarkableBuilding;Museum","",""
"gastronomie","103","4","HotelRestaurant","",""
"gastronomie","103","5","HotelRestaurant","",""
"gastronomie","103","6","HotelRestaurant","",""
"gastronomie","103","7","Abbey;Cloister;Church","","Gothique;Roman"
"gastronomie","103","8","Restaurant","",""
"gastronomie","103","9","HolidayCentre","",""
"gastronomie","103","10","Church","",""
"gastronomie","103","11","NaturalHeritage","",""
"gastronomie","103","12","NaturalHeritage","",""
"gastronomie","103","13","HotelRestaurant","",""
"gastronomie","103","14","HotelRestaurant","",""
"gastronomie","104","0","HotelRestaurant","",""
"gastronomie","104","1","Castle","",""
"gastronomie","104","2","GroupLodging","",""
"gastronomie","104","3","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","104","4","Restaurant","",""
"gastronomie","104","5","Museum","",""
"gastronomie","104","6","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Product;Practice;Rental;EquipmentRental",""
"gastronomie","104","7","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","104","8","HolidayResort","",""
"gastronomie","104","9","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","104","10","Church","","Roman"
"gastronomie","104","11","Church;Museum","",""
"gastronomie","104","12","Tower;Cloister;TechnicalHeritage;Cathedral","",""
"gastronomie","104","13","PointOfView","",""
"gastronomie","104","14","ParkAndGarden;Castle","","Renaissance"
"gastronomie","104","15","HotelRestaurant","",""
"gastronomie","104","16","LocalTouristOffice;IncomingTravelAgency","",""
"gastronomie","104","17","HotelRestaurant","",""
"gastronomie","104","18","HotelRestaurant","",""
"gastronomie","104","19","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","104","20","NaturalHeritage;Museum;IndustrialSite","",""
"gastronomie","104","21","SportsAndLeisurePlace;EquipmentRentalShop","Rental;Practice;Product;Course;IntroductionCourse;EquipmentRental;FreePractice",""
"gastronomie","104","22","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","104","23","CaveSinkholeOrAven;Museum","",""
"gastronomie","104","24","Church","",""
"gastronomie","104","25","Church","",""
"gastronomie","104","26","NaturalHeritage;Museum;IndustrialSite","",""
"gastronomie","104","27","Ruins;Museum;RomanPath","","Gallo-romain"
"gastronomie","104","28","ParkAndGarden;Museum","",""
"gastronomie","104","29","Ruins;Abbey;CityHeritage;Castle;Chapel;Church;Cloister","","Médiéval;Roman;Gothique;Moderne;Renaissance"
"gastronomie","104","30","HotelRestaurant","",""
"gastronomie","104","31","HotelRestaurant","",""
"gastronomie","105","0","HotelRestaurant","",""
"gastronomie","105","1","HolidayResort","",""
"gastronomie","105","2","BrasserieOrTavern","",""
"gastronomie","105","3","Church","",""
"gastronomie","105","4","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","105","5","ProducersGroup;WineCellar","Practice;Product;Tasting",""
"gastronomie","105","6","CaveSinkholeOrAven;Museum","",""
"gastronomie","105","7","GroupLodging","",""
"gastronomie","105","8","HotelRestaurant","",""
"gastronomie","105","9","HotelRestaurant","",""
"gastronomie","105","10","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","105","11","Restaurant","",""
"gastronomie","105","12","ParkAndGarden;Museum;TechnicalHeritage;Castle","",""
"gastronomie","105","13","NaturalHeritage","",""
"gastronomie","105","14","HotelRestaurant","",""
"gastronomie","105","15","LocalTouristOffice;IncomingTravelAgency","",""
"gastronomie","105","16","HotelRestaurant","",""
"gastronomie","106","0","HotelRestaurant","",""
"gastronomie","106","1","NaturalHeritage","",""
"gastronomie","106","2","NaturalHeritage","",""
"gastronomie","106","3","Restaurant","",""
"gastronomie","106","4","ParkAndGarden;Museum","",""
"gastronomie","106","5","ClubOrHolidayVillage","",""
"gastronomie","106","6","HotelRestaurant","",""
"gastronomie","106","7","HotelRestaurant","",""
"gastronomie","106","8","HotelRestaurant","",""
"gastronomie","106","9","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","106","10","Ruins;Museum;RomanPath","","Gallo-romain"
"gastronomie","106","11","ParkAndGarden;Monastery;Abbey;Cloister","",""
"gastronomie","106","12","NaturalHeritage;Mill","",""
"gastronomie","106","13","LocalTouristOffice;IncomingTravelAgency","",""
"gastronomie","106","14","HotelRestaurant","",""
"gastronomie","106","15","HotelRestaurant","",""
"gastronomie","107","0","HotelRestaurant","",""
"gastronomie","107","1","Church","",""
"gastronomie","107","2","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","107","3","HotelRestaurant","",""
"gastronomie","107","4","HotelRestaurant","",""
"gastronomie","107","5","HotelRestaurant","",""
"gastronomie","107","6","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","107","7","BrasserieOrTavern","",""
"gastronomie","107","8","NaturalHeritage","",""
"gastronomie","107","9","ParkAndGarden;Castle","","Renaissance"
"gastronomie","107","10","HotelRestaurant","",""
"gastronomie","107","11","HotelRestaurant","",""
"gastronomie","108","0","HotelRestaurant","",""
"gastronomie","108","1","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","108","2","Restaurant","",""
"gastronomie","108","3","Museum;IndustrialSite","",""
"gastronomie","108","4","HotelRestaurant","",""
"gastronomie","108","5","HotelRestaurant","",""
"gastronomie","108","6","HotelRestaurant","",""
"gastronomie","108","7","GroupLodging","",""
"gastronomie","108","8","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","108","9","NaturalHeritage","",""
"gastronomie","108","10","PointOfView","",""
"gastronomie","108","11","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","108","12","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","108","13","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","108","14","ParkAndGarden;TechnicalHeritage;Castle","","Contemporain;Renaissance"
"gastronomie","108","15","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","108","16","HotelRestaurant","",""
"gastronomie","108","17","HotelRestaurant","",""
"gastronomie","109","0","HotelRestaurant","",""
"gastronomie","109","1","CaveSinkholeOrAven;Museum","",""
"gastronomie","109","2","Museum","",""
"gastronomie","109","3","GourmetRestaurant","",""
"gastronomie","109","4","Museum","",""
"gastronomie","109","5","HotelRestaurant","",""
"gastronomie","109","6","HotelRestaurant","",""
"gastronomie","109","7","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","109","8","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;Practice;Product;Course;EquipmentRental;DevelopmentCourse;IntroductionCourse;FirstPractice;FreePractice",""
"gastronomie","109","9","Restaurant","",""
"gastronomie","109","10","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","109","11","ParkAndGarden;PigeonLoft;Church;Castle","",""
"gastronomie","109","12","NaturalHeritage;Museum","","Contemporain"
"gastronomie","109","13","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","109","14","HolidayCentre;GroupLodging","",""
"gastronomie","109","15","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","110","0","HotelRestaurant","",""
"gastronomie","110","1","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","110","2","BrasserieOrTavern","",""
"gastronomie","110","3","Church","",""
"gastronomie","110","4","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","110","5","HotelRestaurant","",""
"gastronomie","110","6","HotelRestaurant","",""
"gastronomie","110","7","HotelRestaurant","",""
"gastronomie","110","8","NaturalHeritage;Museum;IndustrialSite","",""
"gastronomie","110","9","HolidayCentre;GroupLodging","",""
"gastronomie","110","10","NaturalHeritage","",""
"gastronomie","110","11","ParkAndGarden;Castle","",""
"gastronomie","110","12","Restaurant","",""
"gastronomie","110","13","PigeonLoft;Chapel;Castle","","Renaissance;Médiéval;Xixe siècle"
"gastronomie","110","14","HotelRestaurant","",""
"gastronomie","110","15","HotelRestaurant","",""
"gastronomie","111","0","HotelRestaurant","",""
"gastronomie","111","1","NaturalHeritage","",""
"gastronomie","111","2","Church","","Roman"
"gastronomie","111","3","ParkAndGarden;Castle","","Renaissance"
"gastronomie","111","4","Restaurant;FastFoodRestaurant","",""
"gastronomie","111","5","ParkAndGarden;Ruins;Tower;Castle","",""
"gastronomie","111","6","HotelRestaurant","",""
"gastronomie","111","7","GroupLodging","",""
"gastronomie","111","8","HotelRestaurant","",""
"gastronomie","111","9","HotelRestaurant","",""
"gastronomie","111","10","Church","",""
"gastronomie","111","11","BrasserieOrTavern","",""
"gastronomie","111","12","CaveSinkholeOrAven;Museum","",""
"gastronomie","111","13","NaturalHeritage;Mill","",""
"gastronomie","111","14","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","111","15","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","111","16","GroupLodging","",""
"gastronomie","111","17","HotelRestaurant","",""
"gastronomie","112","0","HotelRestaurant","",""
"gastronomie","112","1","ParkAndGarden;NaturalHeritage","",""
"gastronomie","112","2","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","112","3","Restaurant","",""
"gastronomie","112","4","Museum;TechnicalHeritage","",""
"gastronomie","112","5","HotelRestaurant","",""
"gastronomie","112","6","HotelRestaurant","",""
"gastronomie","112","7","HotelRestaurant","",""
"gastronomie","112","8","ParkAndGarden","",""
"gastronomie","112","9","Museum;TechnicalHeritage","",""
"gastronomie","112","10","GroupLodging","",""
"gastronomie","112","11","Museum","",""
"gastronomie","112","12","Restaurant","",""
"gastronomie","112","13","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","112","14","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;Practice;Product;Course;DevelopmentCourse;IntroductionCourse;EquipmentRental;FreePractice",""
"gastronomie","112","15","CaveSinkholeOrAven;Museum","",""
"gastronomie","112","16","HotelRestaurant","",""
"gastronomie","112","17","HotelRestaurant","",""
"gastronomie","113","0","HotelRestaurant","",""
"gastronomie","113","1","Abbey;Cloister;Church","","Gothique;Roman"
"gastronomie","113","2","Church","","Roman"
"gastronomie","113","3","LocalTouristOffice;IncomingTravelAgency","",""
"gastronomie","113","4","BrasserieOrTavern","",""
"gastronomie","113","5","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;Practice;Product;Course;DevelopmentCourse;IntroductionCourse;EquipmentRental;FreePractice",""
"gastronomie","113","6","HotelRestaurant","",""
"gastronomie","113","7","HotelRestaurant","",""
"gastronomie","113","8","HotelRestaurant","",""
"gastronomie","113","9","Castle","",""
"gastronomie","113","10","Restaurant","",""
"gastronomie","113","11","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","113","12","SportsAndLeisurePlace;EquipmentRepairShop;EquipmentRentalShop","MultiActivity;Product;Practice;Rental;EquipmentRental;FreePractice",""
"gastronomie","113","13","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","113","14","NaturalHeritage;Mill","",""
"gastronomie","113","15","GroupLodging","",""
"gastronomie","113","16","Museum;TechnicalHeritage","","Renaissance;Xixe siècle"
"gastronomie","113","17","ParkAndGarden;Castle","","Médiéval"
"gastronomie","113","18","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","113","19","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","113","20","HotelRestaurant","",""
"gastronomie","113","21","FortifiedCastle","","Médiéval"
"gastronomie","113","22","HotelRestaurant","",""
"gastronomie","114","0","HotelRestaurant","",""
"gastronomie","114","1","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;MultiActivity;Practice;Product;Course;EquipmentRental;DevelopmentCourse;IntroductionCourse;FirstPractice;FreePractice",""
"gastronomie","114","2","Castle","",""
"gastronomie","114","3","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","114","4","ParkAndGarden","",""
"gastronomie","114","5","Museum;TechnicalHeritage","",""
"gastronomie","114","6","Church","",""
"gastronomie","114","7","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","114","8","Restaurant","",""
"gastronomie","114","9","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","114","10","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","114","11","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","114","12","YouthHostelAndInternationalCenter","",""
"gastronomie","114","13","HotelRestaurant","",""
"gastronomie","114","14","CityHeritage;MegalithDolmenMenhir","",""
"gastronomie","114","15","HotelRestaurant","",""
"gastronomie","114","16","HotelRestaurant","",""
"gastronomie","114","17","ParkAndGarden;TechnicalHeritage;Castle","","Contemporain;Renaissance"
"gastronomie","114","18","BrasserieOrTavern","",""
"gastronomie","114","19","NaturalHeritage","",""
"gastronomie","114","20","HotelRestaurant","",""
"gastronomie","114","21","GroupLodging;HolidayCentre;StopOverOrGroupLodge","",""
"gastronomie","114","22","HotelRestaurant","",""
"gastronomie","115","0","HotelRestaurant","",""
"gastronomie","115","1","ParkAndGarden","",""
"gastronomie","115","2","Restaurant","",""
"gastronomie","115","3","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","115","4","NaturalHeritage","",""
"gastronomie","115","5","Museum;Castle","",""
"gastronomie","115","6","HotelRestaurant","",""
"gastronomie","115","7","HotelRestaurant","",""
"gastronomie","115","8","HotelRestaurant","",""
"gastronomie","115","9","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","115","10","LocalTouristOffice;IncomingTravelAgency","",""
"gastronomie","115","11","CityHeritage;PigeonLoft;Mill;Church;Farm","","Médiéval"
"gastronomie","115","12","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","115","13","Church","",""
"gastronomie","115","14","GroupLodging;HolidayCentre;StopOverOrGroupLodge","",""
"gastronomie","115","15","HotelRestaurant","",""
"gastronomie","116","0","HotelRestaurant","",""
"gastronomie","116","1","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","116","2","SportsAndLeisurePlace;EquipmentRentalShop","Product;Practice;Rental;EquipmentRental;FreePractice",""
"gastronomie","116","3","LocalTouristOffice;IncomingTravelAgency","",""
"gastronomie","116","4","HotelRestaurant","",""
"gastronomie","116","5","FastFoodRestaurant;HotelRestaurant","",""
"gastronomie","116","6","NaturalHeritage","",""
"gastronomie","116","7","Restaurant;FastFoodRestaurant","",""
"gastronomie","116","8","Church","",""
"gastronomie","116","9","FastFoodRestaurant;HotelRestaurant","",""
"gastronomie","116","10","CityHeritage","","Renaissance;Gothique;Xixe siècle"
"gastronomie","116","11","FastFoodRestaurant;HotelRestaurant","",""
"gastronomie","117","0","HotelRestaurant","",""
"gastronomie","117","1","Abbey;Cloister;Church","","Gothique;Roman"
"gastronomie","117","2","Restaurant","",""
"gastronomie","117","3","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","117","4","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","117","5","Ruins;CityHeritage;FortifiedSet;Museum;TechnicalHeritage;CaveSinkholeOrAven;Collegiate","",""
"gastronomie","117","6","NaturalHeritage","",""
"gastronomie","117","7","Dungeon;Museum;TechnicalHeritage","",""
"gastronomie","117","8","Museum;IndustrialSite","",""
"gastronomie","117","9","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","117","10","NaturalHeritage","",""
"gastronomie","117","11","LocalTouristOffice;IncomingTravelAgency","",""
"gastronomie","117","12","HotelRestaurant","",""
"gastronomie","117","13","HotelRestaurant","",""
"gastronomie","117","14","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","117","15","CafeOrTeahouse;Restaurant","",""
"gastronomie","117","16","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","117","17","CityHeritage","","Renaissance;Gothique;Xixe siècle"
"gastronomie","117","18","HotelRestaurant","",""
"gastronomie","118","0","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","118","1","Castle","",""
"gastronomie","118","2","SportsAndLeisurePlace;ServiceProvider","AccompaniedPractice;MultiActivity;Practice;Product;Course;DevelopmentCourse;IntroductionCourse",""
"gastronomie","118","3","WineCellar;Producer","Practice;Product;Tasting",""
